AIRPORT,TR_AIRPORT_NAME,TR_CITY_NAME,TR_STATE_NAME,TR_COUNTRY_NAME,TR_WAC,BEGIN_DATE_SOURCE,END_DATE,AIRPORT_REGION,LAT_DEGREES,LAT_MINUTES,LAT_SECONDS,LAT_HEMISPHERE,LATITUDE,LON_DEGREES,LON_MINUTES,LON_SECONDS,LON_HEMISPHERE,LONGITUDE,AIRPORT_ID
VCA,"Can Tho, South Vietnam: Can Tho Airport","Can Tho, South Vietnam",,South Vietnam,780,1/1/50,11/30/77,So. Vietnam,10,2,50,N,10.04722222,105,45,59,E,105.7663889,158400
VBY,"Visby, Sweden: Visby Airport","Visby, Sweden",,Sweden,484,1/1/50,,Sweden,57,39,47,N,57.66305555,18,20,58,E,18.34944444,955000
VBG,"Lompoc, CA: Vandenberg Air Force Base","Lompoc, CA",California,United States of America,91,1/1/50,,California,34,43,47,N,34.72972222,120,34,33,W,-120.5758333,941800
VBC,"Dolomite, AK: Tokeen","Dolomite, AK",Alaska,United States of America,1,12/1/87,3/1/88,Alaska,55,56,18,N,55.93833333,133,19,30,W,-133.325,908090
VAV,"Vava'u, Tonga: Vavau","Vava'u, Tonga",,Tonga,881,3/1/76,,Tonga,18,34,49,S,-18.58027777,173,58,0,W,-173.9666667,943250
VAS,"Sivas, Turkey: Sivas Airport","Sivas, Turkey",,Turkey,679,1/1/50,,Turkey,39,48,50,N,39.81388888,36,54,15,E,36.90416666,844100
VAR,"Varna, Bulgaria: Varna Airport","Varna, Bulgaria",,Bulgaria,411,1/1/50,,Bulgaria,43,13,57,N,43.23249999,27,49,32,E,27.82555555,943200
VAO,"Suavanao, Solomon Islands: Suavanao Airport","Suavanao, Solomon Islands",,Solomon Islands,874,3/1/00,,Solomon Islands,7,35,9,S,-7.58583333,158,43,53,E,158.7313889,862130
VAN,"Van, Turkey: Van Airport","Van, Turkey",,Turkey,679,1/1/50,,Turkey,38,27,31,N,38.45861111,43,19,56,E,43.33222222,941500
VAK,"Chevak, AK: Chevak Airport","Chevak, AK",Alaska,United States of America,1,1/1/50,,Alaska,61,32,1,N,61.53361111,165,35,2,W,-165.5838889,184600
VAI,"Vanimo, Papua New Guinea: Vanimo Airport","Vanimo, Papua New Guinea",,Papua New Guinea,804,1/1/50,,Papua N. G.,2,41,41,S,-2.69472222,141,18,7,E,141.3019444,942000
VAF,"Valence, France: Valence/Chabeuil","Valence, France",,France,427,1/1/50,,France,44,55,13,N,44.92027777,4,58,13,E,4.97027777,939300
VAE,"Valles, Mexico: Ciudad Valles","Valles, Mexico",,Mexico,148,1/1/50,9/1/99,Mexico,21,59,6,N,21.98499999,98,57,40,W,-98.96111111,941300
VAD,"Valdosta, GA: Moody Air Force Base","Valdosta, GA",Georgia,United States of America,34,1/1/50,,Georgia,30,58,6,N,30.96833333,83,11,35,W,-83.19305555,507850
VAA,"Vaasa, Finland: Vaasa Airport","Vaasa, Finland",,Finland,425,1/1/50,,Finland,63,2,42,N,63.04499999,21,45,41,E,21.76138888,937600
VA4,"Leesburg, VA: Leesburg Executive","Leesburg, VA",Virginia,United States of America,38,10/1/06,,Virginia,39,4,41,N,39.07805555,77,33,27,W,-77.5575,492851
VA3,"Marion / Wytheville, VA: Mountain Empire","Marion / Wytheville, VA",Virginia,United States of America,38,4/1/04,,,36,53,41,N,36.89472222,81,20,59,W,-81.34972222,551650
VA2,"Chesapeake, VA: Chesapeake Regional","Chesapeake, VA",Virginia,United States of America,38,7/1/03,,,36,39,56,N,36.66555555,76,19,14,W,-76.32055555,183400
VA1,"Emporia, VA: Emporia Greensville Regional","Emporia, VA",Virginia,United States of America,38,1/1/03,,,36,41,13,N,36.68694444,77,28,58,W,-77.48277777,271200
UZU,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport","Curuzu Cuatia, Argentina",,Argentina,303,1/1/50,,Arg.,29,46,44,S,-29.77888888,58,5,44,W,-58.09555555,228700
UYL,"Nyala, Sudan: Nyala Airport","Nyala, Sudan",,Sudan,583,1/1/50,,Sudan,12,4,18,N,12.07166666,24,53,41,E,24.89472222,653300
UY2,"Maldonado, Uruguay: Capitan Corbeta Ca Curbelo International","Maldonado, Uruguay",,Uruguay,385,9/1/05,,Uruguay,34,51,19,S,-34.85527777,55,5,39,W,-55.09416666,535351
UY1,"Melilla, Uruguay: Angel S Adami","Melilla, Uruguay",,Uruguay,385,1/1/05,,Uruguay,34,47,21,S,-34.78916666,56,15,52,W,-56.26444444,571201
UXZ,"Garrison, ND: Garrison Municipal","Garrison, ND",North Dakota,United States of America,66,3/1/93,,North Dakota,47,39,22,N,47.65611111,101,26,12,W,-101.4366667,311300
UXY,"Circle, MT: Circle Town County","Circle, MT",Montana,United States of America,84,12/1/93,,Montana,47,25,0,N,47.41666666,105,33,2,W,-105.5505556,192900
UXX,"Hot Springs, MT: Hot Springs Airport","Hot Springs, MT",Montana,United States of America,84,12/1/93,,Montana,47,36,45,N,47.6125,114,36,48,W,-114.6133333,372350
UXW,"Cookeville, TN: Putnam County","Cookeville, TN",Tennessee,United States of America,54,12/1/92,,Tennessee,36,11,36,N,36.19333333,85,29,13,W,-85.48694444,210700
UXV,"Enterprise, OR: Enterprise Municipal","Enterprise, OR",Oregon,United States of America,92,9/1/93,,Oregon,45,25,29,N,45.42472222,117,15,54,W,-117.265,272450
UXU,"Cheboygan, MI: Cheboygan City/County","Cheboygan, MI",Michigan,United States of America,43,9/1/93,,Michigan,45,39,15,N,45.65416666,84,31,6,W,-84.51833333,181500
UXT,"Lorain/Elyria, OH: Lorain Cnty Regional","Lorain/Elyria, OH",Ohio,United States of America,44,3/1/93,,Ohio,41,20,39,N,41.34416666,82,10,39,W,-82.17749999,512770
UXS,"Cimarron, KS: Cimarron Municipal","Cimarron, KS",Kansas,United States of America,62,12/1/92,,Kansas,37,49,50,N,37.83055555,100,21,1,W,-100.3502778,192600
UXR,"Monument Valley, UT: Monument Valley Airport","Monument Valley, UT",Utah,United States of America,87,12/1/92,,Utah,37,0,56,N,37.01555555,110,11,57,W,-110.1991667,595450
UXQ,"Gilze-Rijen, Netherlands: Gilze-Rijen Airport","Gilze-Rijen, Netherlands",,Netherlands,461,1/1/50,,Netherlands,51,34,5,N,51.56805555,4,55,59,E,4.93305555,318850
UXP,"Bay St. Louis, MS: Stennis International","Bay St. Louis, MS",Mississippi,United States of America,53,12/1/92,,Mississippi,30,22,4,N,30.36777777,89,27,16,W,-89.45444444,90130
UXO,"Fitchburg, MA: Fitchburg Municipal","Fitchburg, MA",Massachusetts,United States of America,13,1/1/50,,Massachusetts,42,33,15,N,42.55416666,71,45,32,W,-71.75888888,285100
UXN,"Prestonsburg, KY: Big Sandy Regional","Prestonsburg, KY",Kentucky,United States of America,52,6/1/93,,Kentucky,37,45,4,N,37.75111111,82,38,13,W,-82.63694444,727630
UXM,"47-Mile Mine, AK: 47-Mile Mine Airport","47-Mile Mine, AK",Alaska,United States of America,1,6/1/93,11/30/02,Alaska,61,2,0,N,61.03333333,168,8,0,W,-168.1333333,299400
UXM,"47-Mile Mine, AK: 47-Mile Mine Airport","47-Mile Mine, AK",Alaska,United States of America,1,12/1/02,,,61,2,40,N,61.04444444,158,8,43,W,-158.1452778,299400
UXL,"Chariot, AK: Chariot Airport","Chariot, AK",Alaska,United States of America,1,6/1/93,,Alaska,68,5,50,N,68.09722222,165,45,50,W,-165.7638889,178850
UXK,"Petaluma, CA: Petaluma Municipal","Petaluma, CA",California,United States of America,91,6/1/93,,California,38,15,28,N,38.25777777,122,36,19,W,-122.6052778,697350
UXJ,"Richmond, KY: Madison","Richmond, KY",Kentucky,United States of America,52,6/1/93,,Kentucky,37,37,53,N,37.63138888,84,19,57,W,-84.33249999,758100
UXI,"Calder Bay, AK: Calder Bay Airport","Calder Bay, AK",Alaska,United States of America,1,6/1/93,,Alaska,56,10,18,N,56.17166666,133,29,35,W,-133.4930556,150800
UXH,"Kiev, Ukraine: Gostamel","Kiev, Ukraine",,Ukraine,488,6/1/93,,Ukraine,50,35,56,N,50.59888888,30,11,48,E,30.19666666,444165
UXG,"Dutch John, UT: Dutch John Airport","Dutch John, UT",Utah,United States of America,87,1/1/50,,Utah,40,55,4,N,40.91777777,109,23,27,W,-109.3908333,258100
UXF,"St. Anthony, ID: Stanford Field","St. Anthony, ID",Idaho,United States of America,83,3/1/93,,Idaho,43,56,45,N,43.94583333,111,41,3,W,-111.6841667,780300
UXE,"Faulkton, SD: Faulkton Airport","Faulkton, SD",South Dakota,United States of America,67,3/1/93,,South Dakota,45,1,55,N,45.03194444,99,6,56,W,-99.11555555,282470
UXD,"Chowchilla, CA: Chowchilla Airport","Chowchilla, CA",California,United States of America,91,3/1/93,,California,37,6,45,N,37.1125,120,14,49,W,-120.2469444,190200
UXC,"Hawley, MN: Hawley Municipal","Hawley, MN",Minnesota,United States of America,63,3/1/93,,Minnesota,46,53,2,N,46.88388888,96,21,3,W,-96.35083333,357480
UXB,"Fassberg, Germany: Fassberg Airport","Fassberg, Germany",,Germany,429,3/1/93,,Germany,52,55,18,N,52.92166666,10,11,3,W,-10.18416666,282450
UXA,"Lik Camp, AK: Lik Camp Airport","Lik Camp, AK",Alaska,United States of America,1,3/1/93,,Alaska,68,10,0,N,68.16666666,163,12,0,W,-163.2,500700
UVL,"Kharja, Arab Republic Of Egypt: New Valley","Kharja, Arab Republic Of Egypt",,Arab Republic Of Egypt,591,1/1/50,,A. R. E.,25,28,30,N,25.47499999,30,35,27,E,30.59083333,637355
UVF,"St. Lucia, St. Lucia: Hewanorra International","St. Lucia, St. Lucia",,St. Lucia,276,1/1/50,,British West Indies,13,44,8,N,13.73555555,60,57,8,W,-60.95222222,785202
UVE,"Ouvea, Loyalty Islands-France: Ouvea Airport","Ouvea, Loyalty Islands-France",,Loyalty Islands-France,840,2/1/03,,Loyalty Isl.,20,38,37,S,-20.64361111,166,34,48,E,166.58,617210
UVE,"Ouvea, Loyalty Islands-France: Ouvea Airport","Ouvea, Loyalty Islands-France",,Loyalty Islands-France,840,12/1/79,1/31/03,Loyalty Isl.,20,38,37,S,-20.64361111,166,34,48,E,166.58,617220
UVE,"Ourifa, Loyalty Islands-France: Ouvea Ouloup","Ourifa, Loyalty Islands-France",,Loyalty Islands-France,840,6/1/77,11/30/79,Loyalty Isl.,20,38,37,S,-20.64361111,166,34,48,E,166.58,671200
UVA,"Uvalde, TX: Garner Field","Uvalde, TX",Texas,United States of America,74,12/1/96,,Texas,29,12,41,N,29.21138888,99,44,37,W,-99.74361111,937300
UUU,"Manumu, Papua New Guinea: Manumu Airport","Manumu, Papua New Guinea",,Papua New Guinea,804,6/1/08,,Papua - New Guinea,9,4,28,S,-9.07444444,147,34,21,E,147.5725,545801
UUS,"Yuzhno-Sakhalinsk, Russia (Asian): Yuzhno-Sakhalinsk Airport","Yuzhno-Sakhalinsk, Russia (Asian)",,Russia (Asian),770,12/1/93,,Russia,46,53,0,N,46.88333333,142,43,0,E,142.7166667,994850
UUK,"Kuparuk, AK: North Kuparuk","Kuparuk, AK",Alaska,United States of America,1,3/1/82,,Alaska,70,21,44,N,70.36222222,149,1,42,W,-149.0283333,468400
UTW,"Queenstown, Republic Of South Africa: Queenstown Airport","Queenstown, Republic Of South Africa",,Republic Of South Africa,562,1/1/50,,Rep. South Africa,31,51,39,S,-31.86083333,26,52,41,E,26.87805555,743600
UTT,"Umtata, Republic Of South Africa: K.D. Matanzima","Umtata, Republic Of South Africa",,Republic Of South Africa,562,3/1/78,,South Africa,31,32,45,S,-31.54583333,28,40,25,E,28.67361111,932400
UTP,"Utapao, Thailand: U Taphao International","Utapao, Thailand",,Thailand,782,3/1/80,,Thailand,12,40,40,N,12.67777777,101,0,33,E,101.0091667,936600
UTO,"Utopia, AK: Indian Mountain Afs","Utopia, AK",Alaska,United States of America,1,1/1/50,,Alaska,65,59,36,N,65.99333333,153,42,6,W,-153.7016667,937000
UTN,"Upington, Republic Of South Africa: Upington Airport","Upington, Republic Of South Africa",,Republic Of South Africa,562,1/1/50,,So. Africa,28,24,2,S,-28.40055555,21,15,12,E,21.25333333,933700
UTM,"Tunica, MS: Tunica Municipal","Tunica, MS",Mississippi,United States of America,53,1/1/06,,Mississippi,34,40,51,N,34.68083333,90,20,47,W,-90.34638888,922401
UTK,"Utirik, Marshall Islands: Utirik Island","Utirik, Marshall Islands",,Marshall Islands,844,6/1/01,,,11,14,0,N,11.23333333,169,52,0,E,169.8666667,936800
UTH,"Udon Thani, Thailand: Udorn","Udon Thani, Thailand",,Thailand,782,9/1/77,,Thailand,17,23,6,N,17.38499999,102,47,34,E,102.7927778,929005
UTB,"Muttaburra, Australia: Muttaburra Airport","Muttaburra, Australia",,Australia,802,6/1/77,,Australia,22,35,15,S,-22.58749999,144,31,30,E,144.525,616550
UST,"St. Augustine, FL: St Augustine","St. Augustine, FL",Florida,United States of America,33,9/1/83,,Florida,29,57,31,N,29.95861111,81,20,20,W,-81.33888888,780500
USN,"Ulsan, South Korea: Ulsan","Ulsan, South Korea",,South Korea,778,12/1/86,,Rep. Of Korea,35,35,26,N,35.59055555,129,21,27,E,129.3575,931375
USM,"Koh Samui, Thailand: Samui","Koh Samui, Thailand",,Thailand,782,12/1/97,,Thailand,9,33,2,N,9.55055555,100,3,43,E,100.0619444,456400
USI,"Usibelli, AK: Usi Belli Coal Mine","Usibelli, AK",Alaska,United States of America,1,1/1/50,,Alaska,63,52,0,N,63.86666666,148,47,0,W,-148.7833333,931650
USH,"Ushuaia, Argentina: Ushuaia Airport","Ushuaia, Argentina",,Argentina,303,1/1/50,1/31/03,Argentina,54,48,10,S,-54.80277777,68,19,40,W,-68.32777777,935300
USH,"Ushuaia, Argentina: Islas Malvinas","Ushuaia, Argentina",,Argentina,303,3/1/79,,Argentina,54,48,10,S,-54.80277777,68,19,40,W,-68.32777777,935350
URY,"Gurayat, Saudi Arabia: Guriat","Gurayat, Saudi Arabia",,Saudi Arabia,670,9/1/76,,Sau. Arabia,31,24,30,N,31.40833333,37,15,40,E,37.26111111,344300
URT,"Surat Thani, Thailand: Surat Thani Airport","Surat Thani, Thailand",,Thailand,782,9/1/82,,Thai.,9,8,0,N,9.13333333,99,8,0,E,99.13333333,865200
URO,"Rouen, France: Rouen/Boos France","Rouen, France",,France,427,3/1/75,,France,49,23,19,N,49.38861111,1,11,15,E,1.18749999,768501
URG,"Uruguaiana, Brazil: Rubem Berta","Uruguaiana, Brazil",,Brazil,316,1/1/50,,Brazil,29,46,54,S,-29.78166666,57,2,18,W,-57.03833333,934600
URC,"Urumqi, China: Urumqi Airport","Urumqi, China",,China,713,4/1/02,,,43,56,0,N,43.93333333,87,44,0,E,87.73333333,934700
URB,"Urubupunga, Brazil: Urubupunga Airport","Urubupunga, Brazil",,Brazil,316,1/1/50,,Brazil,20,46,32,S,-20.77555555,51,33,41,W,-51.56138888,934550
UQE,"Queen, AK: Queen Airport","Queen, AK",Alaska,United States of America,1,3/1/90,,Alaska,58,52,18,N,58.87166666,158,28,16,W,-158.4711111,743300
UPP,"Upolo Point, HI: Upolu","Upolo Point, HI",Hawaii,United States of America,2,1/1/50,,Hawaii,20,16,5,N,20.26805555,155,51,45,W,-155.8625,955350
UPN,"Uruapan, Mexico: Uruapan Airport","Uruapan, Mexico",,Mexico,148,1/1/50,,Mexico,19,24,40,N,19.41111111,102,2,50,W,-102.0472222,934500
UPG,"Ujung Pandang, Indonesia: Hasanuddin","Ujung Pandang, Indonesia",,Indonesia,832,1/1/50,,Indonesia,5,4,10,S,-5.06944444,119,33,0,E,119.55,930700
UOX,"University/Oxford, MS: University-Oxford","University/Oxford, MS",Mississippi,United States of America,53,1/1/50,,Mississippi,34,23,4,N,34.38444444,89,32,6,W,-89.53499999,933400
UNT,"Unst, United Kingdom: Unst Airport","Unst, United Kingdom",,United Kingdom,493,1/1/50,,Shetland Islands,60,44,50,N,60.74722222,0,51,0,W,-0.85,933500
UNS,"Umnak, AK: Umnak","Umnak, AK",Alaska,United States of America,1,1/1/50,,Alaska,53,13,26,N,53.22388888,168,25,56,W,-168.4322222,932301
UNK,"Unalakleet, AK: Unalakleet Airport","Unalakleet, AK",Alaska,United States of America,1,1/1/50,,Alaska,63,53,5,N,63.88472222,160,47,38,W,-160.7938889,932700
UNI,"Union Island, St. Vincent and North Grenadines: Union Island Airport","Union Island, St. Vincent and North Grenadines",,St. Vincent and North Grenadines,279,9/1/82,,British West Indies,12,35,55,N,12.59861111,61,24,35,W,-61.40972222,933000
UNG,"Kiunga, Papua New Guinea: Kiunga Airport","Kiunga, Papua New Guinea",,Papua New Guinea,804,12/1/79,,Papua New Guinea,6,7,32,S,-6.12555555,141,16,53,E,141.2813889,454200
UND,"Kunduz, Afghanistan: Kunduz Airport","Kunduz, Afghanistan",,Afghanistan,701,1/1/50,,Afghanistan,36,39,38,N,36.66055555,68,54,33,E,68.90916666,467500
UNA,"Tungiak, AK: Tungiak Alaska","Tungiak, AK",Alaska,United States of America,1,3/1/82,,Alaska,69,53,0,N,69.88333333,162,17,0,W,-162.2833333,921600
UMU,"Umuarama, Brazil: Umuarama Airport","Umuarama, Brazil",,Brazil,316,1/1/50,,Brazil,23,47,54,S,-23.79833333,53,18,48,W,-53.31333333,932500
UMT,"Umiat, AK: Umiat Airport","Umiat, AK",Alaska,United States of America,1,1/1/50,,Alaska,69,22,21,N,69.37249999,152,8,0,W,-152.1333333,932000
UMR,"Woomera, Australia: Woomera Airport","Woomera, Australia",,Australia,802,6/1/89,,Australia,31,8,47,S,-31.14638888,136,49,2,E,136.8172222,982300
UMM,"Summit, AK: Summit Airport","Summit, AK",Alaska,United States of America,1,1/1/50,,Alaska,63,19,54,N,63.33166666,149,7,30,W,-149.125,864200
UME,"Umea, Sweden: Umea Airport","Umea, Sweden",,Sweden,484,1/1/50,,Sweden,63,47,37,N,63.79361111,20,17,4,E,20.28444444,931600
UMD,"Umanak, Greenland - Denmark: Umanak","Umanak, Greenland - Denmark",,Greenland - Denmark,975,1/1/50,6/1/84,Greenland-Denmark,54,1,0,N,54.01666666,52,9,0,W,-52.15,931500
UMD,"Uummannaq, Greenland - Denmark: Uummannaq Airport","Uummannaq, Greenland - Denmark",,Greenland - Denmark,975,9/1/84,,Greenland-Denmark,54,1,0,N,54.01666666,52,9,0,W,-52.15,937210
UMB,"Umnak, AK: North Shore","Umnak, AK",Alaska,United States of America,1,1/1/50,,Alaska,53,22,36,N,53.37666666,167,53,15,W,-167.8875,932300
ULY,"Ulyanovsk, Russia (European): Ulyanovsk Airport","Ulyanovsk, Russia (European)",,Russia (European),475,9/1/92,,Russia,54,16,0,N,54.26666666,48,13,0,E,48.21666666,931401
ULY,"Ulyanovsk, U.S.S.R. (European): Ulyanovsk Airport","Ulyanovsk, U.S.S.R. (European)",,U.S.S.R. (European),489,12/1/76,6/1/92,U.S.S.R.,54,16,0,N,54.26666666,48,13,0,E,48.21666666,931400
ULS,"Wichita, KS: Ulysses","Wichita, KS",Kansas,United States of America,62,3/1/07,,Kansas,37,36,14,N,37.60388888,101,22,24,W,-101.3733333,931451
ULQ,"Tulua, Colombia: Farfan","Tulua, Colombia",,Colombia,327,1/1/50,,Colombia,4,5,50,N,4.09722222,76,13,45,W,-76.22916666,921100
ULN,"Ulan Bator, Mongolia: Buyant Uhaa","Ulan Bator, Mongolia",,Mongolia,751,9/1/77,,Mongolia,47,51,0,N,47.85,106,46,0,E,106.7666667,931350
ULN,"Ulan Bator, U.S.S.R. (Asian): Ulan Bator Airport","Ulan Bator, U.S.S.R. (Asian)",,U.S.S.R. (Asian),786,1/1/50,6/1/77,Mongolia  U.S.S.R.,47,51,0,N,47.85,106,46,0,E,106.7666667,931300
ULM,"New Ulm, MN: New Ulm Minn.","New Ulm, MN",Minnesota,United States of America,63,3/1/75,1/31/03,Minnesota,44,19,17,N,44.32138888,94,30,2,W,-94.50055555,637351
ULM,"New Ulm, MN: New Ulm Municipal","New Ulm, MN",Minnesota,United States of America,63,1/1/50,,Minnesota,44,19,17,N,44.32138888,94,30,2,W,-94.50055555,221150
ULI,"Ulithi, Palau Island: Ulithi Airport","Ulithi, Palau Island",,Palau Island,809,1/1/50,12/1/88,Caroline I.,9,58,0,N,9.96666666,139,40,0,E,139.6666667,931590
ULI,"Ulithi, Micronesia: Ulithi Airport","Ulithi, Micronesia",,Micronesia,810,1/1/89,,Micronesia,9,58,0,N,9.96666666,139,40,0,E,139.6666667,931591
ULC,"Santiago, Chile: Los Cerillos","Santiago, Chile",,Chile,324,1/1/50,,Chile,33,29,23,S,-33.48972222,70,41,41,W,-70.69472222,813401
ULA,"San Julian, Argentina: San Julian Old","San Julian, Argentina",,Argentina,303,1/1/50,,Argentina,49,17,0,S,-49.28333333,67,43,0,W,-67.71666666,802700
UKI,"Ukiah, CA: Ukiah Municipal","Ukiah, CA",California,United States of America,91,1/1/50,,California,39,7,36,N,39.12666666,123,12,0,W,-123.2,931000
UKB,"Kobe Honshu Island, Japan: Kobe","Kobe Honshu Island, Japan",,Japan,736,2/1/06,,Japan,34,37,58,N,34.63277777,135,13,26,E,135.2238889,455871
UIP,"Quimper, France: Quimper/Pluguffan","Quimper, France",,France,427,1/1/50,,France,47,58,28,N,47.97444444,4,10,15,W,-4.17083333,745300
UIO,"Quito, Ecuador: Mariscal Sucre","Quito, Ecuador",,Ecuador,337,1/1/50,,Ecuador,0,8,16,S,-0.13777777,78,29,10,W,-78.48611111,746400
UIN,"Quincy, IL: Quincy Municipal Baldwin Field","Quincy, IL",Illinois,United States of America,41,1/1/50,,Illinois/Hannibal,39,56,39,N,39.94416666,91,11,50,W,-91.19722222,745600
UIM,"Quincemil, Peru: Quincemil","Quincemil, Peru",,Peru,368,9/1/74,6/1/77,Peru,13,13,10,S,-13.21944444,70,44,5,W,-70.73472222,745510
UII,"Utila Island, Honduras: Utila Island  Hond.","Utila Island, Honduras",,Honduras,131,9/1/74,,Honduras,16,5,12,N,16.08666666,86,53,28,W,-86.89111111,936750
UIH,"Qui Nhon, Vietnam: Qui Nhon Airport","Qui Nhon, Vietnam",,Vietnam,791,12/1/77,,Vietnam,13,45,58,N,13.76611111,109,13,35,E,109.2263889,745850
UIH,"Qui Nhon, South Vietnam: Qui Nhon Airport","Qui Nhon, South Vietnam",,South Vietnam,780,1/1/50,11/30/77,So. Vietnam,13,45,58,N,13.76611111,109,13,35,E,109.2263889,745800
UIB,"Quibdo, Colombia: El Carano","Quibdo, Colombia",,Colombia,327,1/1/50,,Colombia,5,40,49,N,5.68027777,76,38,34,W,-76.64277777,745100
UHF,"Upper Heyford, United Kingdom: Upper Heyford Airport","Upper Heyford, United Kingdom",,United Kingdom,493,9/1/82,,United Kingdom,51,56,12,N,51.93666666,1,14,57,W,-1.24916666,933800
UHE,"Uherske Hradiste, Czechoslovakia: Uherske Hradiste Airport","Uherske Hradiste, Czechoslovakia",,Czechoslovakia,417,3/1/75,12/1/92,Cs,49,4,0,N,49.06666666,17,27,0,E,17.45,930400
UHE,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport","Uherske Hradiste, Czech Republic",,Czech Republic,418,3/1/93,,Czech Republic,49,4,0,N,49.06666666,17,27,0,E,17.45,930401
UGS,"Ugashik, AK: Ugashik Airport","Ugashik, AK",Alaska,United States of America,1,9/1/01,,,57,31,40,N,57.52777777,157,23,58,W,-157.3994444,929900
UGN,"Waukegan, IL: Waukegan Memorial","Waukegan, IL",Illinois,United States of America,41,3/1/76,,Illinois,42,25,17,N,42.42138888,87,52,1,W,-87.86694444,967800
UGI,"Uganik, AK: Uganik Airport","Uganik, AK",Alaska,United States of America,1,1/1/82,,Alaska,57,45,0,N,57.75,153,19,0,W,-153.3166667,930300
UGC,"Urgench, Uzbekistan: Urgench Airport","Urgench, Uzbekistan",,Uzbekistan,788,9/1/92,,Uzbekistan,41,34,40,N,41.57777777,60,38,30,E,60.64166666,934401
UGC,"Urgench, U.S.S.R. (Asian): Urgench Airport","Urgench, U.S.S.R. (Asian)",,U.S.S.R. (Asian),786,1/1/50,6/1/92,U.S.S.R.,41,34,40,N,41.57777777,60,38,30,E,60.64166666,934400
UGB,"Pilot Point, AK: Ugashik Bay","Pilot Point, AK",Alaska,United States of America,1,12/1/86,,,57,25,53,N,57.43138888,157,45,0,W,-157.75,701901
UGA,"Ugashik, AK: Ugashik Airport","Ugashik, AK",Alaska,United States of America,1,1/1/50,9/1/86,Alaska,57,30,23,N,57.50638888,157,23,30,W,-157.3916667,36750
UFA,"Ufa, Russia (European): Ufa Airport","Ufa, Russia (European)",,Russia (European),475,12/1/93,,Russia,54,44,0,N,54.73333333,55,56,0,E,55.93333333,929750
UET,"Quetta, Pakistan: Quetta/Samungli","Quetta, Pakistan",,Pakistan,764,1/1/50,,Pakistan,30,15,13,N,30.25361111,66,56,10,E,66.93611111,744300
UES,"Waukesha, WI: Waukesha County","Waukesha, WI",Wisconsin,United States of America,45,1/1/50,,Wisconsin,43,2,18,N,43.03833333,88,13,48,W,-88.22999999,967900
UEO,"Kume Jima, Japan: Kume Jima Airport","Kume Jima, Japan",,Japan,736,1/1/50,,Japan,26,21,55,N,26.36527777,126,43,10,E,126.7194444,467400
UEL,"Quelimane, Mozambique: Quelimane Airport","Quelimane, Mozambique",,Mozambique,550,1/1/50,,Mozambique,17,50,50,S,-17.84722222,36,51,56,E,36.86555555,743700
UDR,"Udaipur, India: Udaipur Airport","Udaipur, India",,India,733,1/1/50,,India,24,36,54,N,24.615,73,53,46,E,73.89611111,929100
UDI,"Uberlandia, Brazil: Uberlandia Airport","Uberlandia, Brazil",,Brazil,316,1/1/50,,Brazil,18,54,0,S,-18.9,48,14,0,W,-48.23333333,928900
UDG,"Darlington, SC: Darlington County Jetport","Darlington, SC",South Carolina,United States of America,37,1/1/02,,,34,26,57,N,34.44916666,79,53,25,W,-79.89027777,233900
UDD,"Bermuda Dunes, CA: Bermuda Dunes Airport","Bermuda Dunes, CA",California,United States of America,91,6/1/88,,California,33,44,54,N,33.74833333,116,16,27,W,-116.2741667,102600
UCY,"Union City, TN: Everett/Stewart","Union City, TN",Tennessee,United States of America,54,1/1/50,,Tennessee,36,22,49,N,36.38027777,88,59,8,W,-88.98555555,933200
UCN,"Buchanan, Liberia: Buchanan Airport","Buchanan, Liberia",,Liberia,537,1/1/50,,Liberia,5,54,6,N,5.90166666,10,3,24,W,-10.05666666,135600
UCA,"Utica/Rome, NY: Oneida County","Utica/Rome, NY",New York,United States of America,22,1/1/50,,New York,43,8,29,N,43.14138888,75,22,49,W,-75.38027777,936500
UBS,"Columbus, MS: Lowndes County","Columbus, MS",Mississippi,United States of America,53,1/1/50,,Mississippi,33,27,55,N,33.46527777,88,22,50,W,-88.38055555,205401
UBP,"Ubon, Thailand: Ubon Airport","Ubon, Thailand",,Thailand,782,1/1/50,,Thailand,15,14,56,N,15.24888888,104,52,25,E,104.8736111,929000
UBJ,"Ube, Japan: Ube Airport","Ube, Japan",,Japan,736,1/1/50,,Japan,33,55,33,N,33.92583333,131,16,28,E,131.2744444,928300
UBF,"Chatham, MA: Chatham Municipal","Chatham, MA",Massachusetts,United States of America,13,1/1/50,,Massachusetts,41,41,17,N,41.68805555,69,59,24,W,-69.98999999,181200
UBA,"Uberaba, Brazil: Uberaba Airport","Uberaba, Brazil",,Brazil,316,1/1/50,,Brazil,19,46,35,S,-19.77638888,47,57,30,W,-47.95833333,928600
UAX,"Uaxactun, Guatemala: Uaxactun","Uaxactun, Guatemala",,Guatemala,127,12/1/74,,Guatemala,17,23,38,N,17.39388888,89,37,58,W,-89.63277777,928000
UAS,"Samburu, Kenya: Samburu Airport","Samburu, Kenya",,Kenya,535,6/1/02,,,0,32,2,N,0.53388888,37,31,56,E,37.53222222,791970
